Site Name,Address,City,Postcode,Latitude,Longitude,Client Name,Client Contact,Client Email,Client Phone,Contract Reference,Notes
Unit 50 Barbirolli Mall Manchester M4 2HU,170 Arndale Centre Manchester,Manchester,M4 2HU,53.48295116,-2.242535453,Key Holding,,platform@keyholding.com,,,
32a Long Causeway Peterborough PE1 1YJ,23 Long Causeway Peterborough Cambridgeshire,Peterborough,PE1 1YJ,52.57305999,-0.241987478,Key Holding,,platform@keyholding.com,,,
389 391 Brixton Road London SW9 7DE,373 Brixton Road London,London,SW9 7DE,51.46438896,-0.114035375,Key Holding,,platform@keyholding.com,,,
49 York Road York YO24 4LN,43 York Road Acomb York North Yorkshire,York,YO24 4LN,53.95554899,-1.123584123,Key Holding,,platform@keyholding.com,,,
British Broadcasting Corporation Barrack Road Newcastle upon Tyne Tyne and Wear England NE99 2NE,43 York Road Acomb York North Yorkshire,York,NE2 4NQ,54.9807244,-1.6319969,Key Holding,,platform@keyholding.com,,,
TrusteeS Of The Leonardo Helicopters Pension Scheme Lysander Road Yeovil Somerset BA20 2YB,Agusta Westland Lysander Road Yeovil Somerset,Yeovil,BA20 2YB,50.934366,-2.651751,Key Holding,,platform@keyholding.com,,,
Marsh Lane Unit A West Cornwall Shopping Park Hayle Cornwall United Kingdom TR27 5LX,Boots the Chemists Ltd Unit E West Cornwall Shopping Park Marsh Lane Hayle Cornwall,Hayle,TR27 5LX,50.19556288,-5.39759129,Key Holding,,guarding@keyholding.com,,,
Firmenich Southall Hayes Road Greater London England United Kingdom UB2 5LZ,Firmenich UK Ltd 4 Hayes Road Southall Greater London,Southall,UB2 5LZ,51.49773407,-0.400567859,Key Holding,,platform@keyholding.com,,,
140 Boundary RoadWalthamstowLondon E17 8LA The Rock Worship Center,118 Boundary Road London,London,E17 8LA ,51.57448959,-0.021810297,Korexian LTD,,korexian2019@gmail.com,+44 7494 095623,,
STONEGATE FARMERS LTD SN15 2LZ,1 The Sidings Corsham Road Lacock Chippenham Wiltshire,Chippenham,SN15 2LZ,51.419886,-2.133714,Lingwood Security,,summer@lingwoodsecurity.com,,,
Poplar Homes Estate Agents LTD LU1 1BW,Ambassadors Cinema The Peacock Centre 1 9 Commercial Way Woking Surrey,Woking,LU15LR,51.8738327,-0.438029677,Luton Estate,,,,,
London Marathon Meeting point and Map SW1Y 5DG,43193 Carlton House Terrace London,London,SW1Y 5DG,51.50569386,-0.132970984,MAN Commercial Protection,,,,,
Thruxton Motor Racing Circuit Andover Hampshire SP11 8PN,British Automobile Racing Club Ltd Thruxton Airport Andover Hampshire,Andover,SP11 8PN,51.205297,-1.607755,Maxipower Security FMG,,,,,
MS Plymouth 29 Old Town Street Plymouth Devon PL1 1DH,1 Cornwall Street Plymouth Devon,Plymouth,PL1 1DH,50.372677,-4.1399501,mitie services and security,,controllers@mitie.com,,,
Waitrose 702 Exeter 2 Gladstone Road Exeter EX1 2EB,1 Gladstone Road Exeter Devon,Exeter,EX1 2EB,50.7246668,-3.5158901,mitie services and security,,controllers@mitie.com,+44 (0) 7468471987,,
JS Peterborough PE1 5HG,1 Haycocks Road Haverhill Suffolk,Haverhill,PE1 5HG,52.57641983,-0.229102612,mitie services and security,,controllers@mitie.com,,,
Js Haverhill S 419 Haycocks Road Haverhill CB9 7YL,1 Haycocks Road Haverhill Suffolk,Haverhill,CB9 7YL,52.09017944,0.408847839,mitie services and security,,controllers@mitie.com,07384 247083,,
Merriott 3 Knapp Merriot Crewkerne Somerset TA16 5NQ,1 Knapp Merriott Somerset,Merriott,TA16 5NQ,50.905601,-2.794996,mitie services and security,,controllers@mitie.com,01460 72988,,
287989 Ikea braehead Glasgow G514FB,1 Lisle Lane Ely Cambridgeshire,Ely, G514FB ,55.86960983,-4.358408451,mitie services and security,,controllers@mitie.com,,,
248688 SASA 1 Roddinglaw Rd Edinburgh EH12 9FJ,1 Lisle Lane Ely Cambridgeshire,Ely,EH12 9FJ,55.92365143,-3.342914578,mitie services and security,,controllers@mitie.com,,,
Wrexham Retail Park LL11 2BA,1 Lisle Lane Ely Cambridgeshire,Ely,LL11 2BA,53.056469,-3.007093,mitie services and security,,darren.stevens@mitie.com,,,
278644 JS ELY C Sainsbury Ely C Lisle Lane Ely CB7 4AS,1 Lisle Lane Ely Cambridgeshire,Ely,CB7 4AS,52.3978195,0.2690845,mitie services and security,,controllers@mitie.com,07384 247083,,
Screwfix Newport Isle Of Wight 18 Manners View Newport PO30 5FA,1 Manners View Newport Isle of Wight,Newport,PO30 5FA,50.70902235,-1.295059164,mitie services and security,,controllers@mitie.com,,,
Co Op Ladywell EH54 6AB,1 Newyearfield Farm Cottage Livingston West Lothian,Livingston,EH54 6AB,55.898299,-3.533646,mitie services and security,,controllers@mitie.com,,,
Trinity Distribution Park Co Pentalver Transport Unit 1 Nicolas Road Felixstowe IP11 4AW,1 Nicholas Road Felixstowe Suffolk,Felixstowe,IP11 4AW,51.965782,1.316175,mitie services and security,,controllers@mitie.com,,,
Mill View PE15 8SY,1 The Old Store Mill View March Cambridgeshire,March,PE15 8SY,52.549651,0.089902,mitie services and security,,controllers@mitie.com,,,
Waitrose 216 Godalming 1114 Bridge Street Godalming GU7 1HY,10 Bridge Street Godalming Surrey,Godalming,GU7 1HY,51.186014,-0.610599,mitie services and security,,controllers@mitie.com,,,
MS Tiverton SF The Old Brewery Site Phoenix Lane Tiverton EX16 6LU,10 Phoenix Lane Tiverton Devon,Tiverton,EX16 6LU,50.901529,-3.487518,mitie services and security,,controllers@mitie.com,1604744001,,
Waitrose 196 Fleet Unit A The Hart Centre Fleet Road Fleet GU51 3LA,10 The Hart Centre Fleet Hampshire,Fleet,GU51 3LA,51.280266,-0.842906,mitie services and security,,controllers@mitie.com,,,
278678 Oxney Road Peterbrough Super Market PE1 5NG,101 Oxney Road Peterborough Cambridgeshire,Peterborough, PE1 5NG,52.5892326,-0.2100017,mitie services and security,,controllers@mitie.com,07384 247083,,
Superdrug Tavistock PL19 0BJ,101 Oxney Road Peterborough Cambridgeshire,Peterborough, PL19 0BJ,50.550436,-4.144149,mitie services and security,,controllers@mitie.com,0333 207 6605,,
Clarendon Park Local 87 89 Queens Road LE2 1TT,101 Queens Road Leicester Leicestershire,Leicester,LE2 1TT,52.61801529,-1.117580533,mitie services and security,,controllers@mitie.com,7384247083,,
Waitrose 109 Longfield DA3 7QA,101 Station Road Longfield Kent,Longfield,DA3 7QA,51.39640045,0.300666034,mitie services and security,,controllers@mitie.com,,,
Co Op Edinburgh Dalry Road,108 New Road Portsmouth Hampshire,Portsmouth,EH11 2EZ,55.94280606,-3.221573931,mitie services and security,,controllers@mitie.com,,,
507355 Waitrose 604 Sherbourne Cheap Street Newland DT9 3PU,11 Cheap Street Sherborne Dorset,Sherborne,DT9 3PU,50.9493007,-2.516410817,mitie services and security,,controllers@mitie.com,+44 (0)7990083289,,
Glen Road LE2 4PE,11 Glen Road Oadby Leicester Leicestershire,Leicester,LE2 4PE,52.5937482,-1.0684074,mitie services and security,,controllers@mitie.com,7384247083,,
Halifax Branch 27 28 Market Place Boston Lincolnshire PE21 6EH,11 Market Place Boston Lincolnshire,Boston,PE21 6EH,52.97757243,-0.0233545,mitie services and security,,csm@mitie.com,,,
Sainsburys High Wycombe Oxford Rd High Wycombe HP11 2DN,117 Oxford Road High Wycombe Buckinghamshire,High Wycombe,HP11 2DN,51.632381,-0.755606,mitie services and security,,controllers@mitie.com,7384439016,,
Kedleston Road Local 125 Kedleston Road DE22 1FS,117a Kedleston Road Derby Derbyshire,Derby, DE22 1FS ,52.931655,-1.4900113,mitie services and security,,controllers@mitie.com,7384247083,,
Sainsburys Nuns Street Local 121 Nuns Street DE1 3LS,119a Nuns Street Derby Derbyshire,Derby,DE1 3LS,52.9268908,-1.4878899,mitie services and security,,controllers@mitie.com,7384247083,,
Sainsburys Breck Hill 4603 276131 5 7 Plains Road Mapperley Nottingham NG3 5JH,11a Plains Road Nottingham Nottinghamshire,Nottingham,NG3 5JH,52.9841959,-1.1221727,mitie services and security,,controllers@mitie.com,,,
Sainsburys Burton On Trent 527 Mitie Code 275803 Union Street Burton On Trent DE14 1AA,12 Union Street Burton on Trent Staffordshire,Burton on Trent,DE14 1AA,52.802177,-1.636559,mitie services and security,,darren.stevens@mitie.com,,,
Poundland 120A Princes Street Edinburgh EH2 4AD,120a Princes Street Edinburgh,Edinburgh,EH2 4AD,55.95105743,-3.204380274,mitie services and security,,controllers@mitie.com,07823 361035,,
MS Haverfordwest Unit 1 Withybush Retail Park Fishguard Road HAVERFORDWEST SA61 2PY,121 Fishguard Road Haverfordwest Pembrokeshire,Haverfordwest,SA61 2PY,51.813294,-4.963881,mitie services and security,,controllers@mitie.com,,,
Co Op Walter Road Swansea 128 Walter Road Swansea SA1 5RG,125 Walter Road Swansea West Glamorgan,Swansea,SA1 5RG,51.62001419,-3.955207348,mitie services and security,,controllers@mitie.com,,,
Bedford Tavistock street local square MK40 2RR,13 High Street Markinch Glenrothes Fife,Glenrothes,MK40 2RR,52.141061,-0.472931,mitie services and security,,controllers@mitie.com,,,
20 High Street Markinch Fife KY7 6DQ,13 High Street Markinch Glenrothes Fife,Glenrothes,KY7 6DQ,56.20265961,-3.132305145,mitie services and security,,controllers@mitie.com,,,
Kings Lynn Sainsburys PE30 1DS,13 New Conduit Street Kings Lynn Norfolk,Kings Lynn,PE30 1DE,52.753361,0.396031,mitie services and security,,controllers@mitie.com,,,
ASDA FOLKESTONE CT20 1AU,13 Ovington Gardens London,London,CT20 1AU,51.079155,1.176642,mitie services and security,,controllers@mitie.com,,,
509774 Waitrose comely bank 38 Comely Bank Rd Edinburgh EH4 1AW,145 Morningside Road Edinburgh,Edinburgh,EH4 1AW,55.9593277,-3.219421864,mitie services and security,,controllers@mitie.com,,,
507210 waitrose 145 Morningside Rd Edinburgh EH10 4AX,145 Morningside Road Edinburgh,Edinburgh,EH10 4AX,55.928863,-3.20993,mitie services and security,,controllers@mitie.com,,,
Moor Lane Mills Moor Lane Lancaster LA1 1QD,15 Moor Lane Lancaster Lancashire,Lancaster,LA1 1QD,54.0492472,-2.7972453,mitie services and security,,controllers@mitie.com,3332076605,,
JS Colchester CO11LG,15 Priory Walk Colchester Essex,Colchester,CO11LG,51.88883209,0.902882218,mitie services and security,,controllers@mitie.com,,,
Colchester town centre CO1 1LG,15 Priory Walk Colchester Essex,Colchester,CO1 1LG,51.88883209,0.902882218,mitie services and security,,controllers@mitie.com,,,
Waitrose 514 Bagshot GU19 5DG,150 London Road Bagshot Surrey,Bagshot,GU19 5DF,51.355205,-0.700274,mitie services and security,,controllers@mitie.com,,,
Sainsburys Slough Farnham Rd Slough SL1 4XP,163a Farnham Road Slough Berkshire,Slough,SL1 4XP ,51.5245899,-0.6159377,mitie services and security,,controllers@mitie.com,,,
JS 25 29 Wheeler Gate Nottingham NG1 2NA,17 Wheeler Gate Nottingham Nottinghamshire,Nottingham,NG1 2NA,52.9525465,-1.14971,mitie services and security,,derrick.buckley@mitie.com,,,
Poundland Unit 9 167201 Argyle Street Glasgow G2 8BU,171 Argyle Street Glasgow,Glasgow, G2 8BU,55.85806656,-4.256445408,mitie services and security,,controllers@mitie.com,,,
Coop Histon Rd CB4 3HL,175 Histon Road Cambridge Cambridgeshire,Cambridge,CB4 3HL,52.22075272,0.11152178,mitie services and security,,controllers@mitie.com,07775 703611,,
Poundland 187 Trongate Glasgow G1 5HF,177 Trongate Glasgow,Glasgow,G1 5HF,55.857318,-4.2489087,mitie services and security,,controllers@mitie.com,,,
MS Edinburgh 54 Princes Street Edinburgh EH2 2DQ,177 Trongate Glasgow,Glasgow,EH2 2DQ,55.95272064,-3.194886923,mitie services and security,,controllers@mitie.com,07823 361035,,
Waitrose 240 Biggin Hill TN16 3BB,182a Main Road Biggin Hill Westerham Kent,Westerham,TN16 3BB,51.3083479,0.038517378,mitie services and security,,controllers@mitie.com,,,
MS Chichester 16 East Street Chichester PO19 1HS,19 East Street Chichester West Sussex,Chichester,PO19 1HS,50.836255,-0.777232,mitie services and security,,controllers@mitie.com,,,
Waitrose Stourbridge 44 Ryemarket Shopping Centre High Street DY8 1HJ,19 Ryemarket Stourbridge West Midlands,Stourbridge, DY8 1HJ,52.45594025,-2.14633584,mitie services and security,,controllers@mitie.com,,,
Apex Hotel 90 Haymarket Terrace Edinburgh EH12 5LQ Mitie,1f1 66 Haymarket Terrace Edinburgh,Edinburgh,EH12 5LQ,55.945804,-3.223268,mitie services and security,,controllers@mitie.com,,,
Buchanan Galleries Glasgow G1 2GF,1F1 85 Comely Bank Road Edinburgh,Edinburgh,G1 2GF,55.86384562,-4.251378008,mitie services and security,,controllers@mitie.com,,,
Aylesbury 13 19 Buckingham Street HP20 2LA,21 Buckingham Street Aylesbury Buckinghamshire,Aylesbury,HP20 2LA,51.817691,-0.813231,mitie services and security,,controllers@mitie.com,7384247083,,
TK Maxx Ashford Ashford Retail Park Unit 1 Barry Road Willesborough Ashford TN24 0SG,22 Wester Shawfair Danderhall Dalkeith Midlothian,Dalkeith,TN24 0SG,51.12987694,0.905430991,mitie services and security,,controllers@mitie.com,0333 207 6605,,
BQ Plymouth 231 Tavistock Road Crownhill Retail Park Plymouth PL6 5US,223 Tavistock Road Derriford Plymouth Devon,Plymouth,PL6 5US,50.41670227,-4.124364376,mitie services and security,,controllers@mitie.com,,,
JS Chandos RoadC BUCKINGHAM MK18 1AL,23 Chandos Road Buckingham Buckinghamshire,Buckingham,MK18 1AL,51.994666,-0.989167,mitie services and security,,controllers@mitie.com,07384 247083,,
Co op Edinburgh Frederick Street EH2 2JR,24a Frederick Street Edinburgh,Edinburgh,EH2 2JR,55.9525032,-3.200581551,mitie services and security,,controllers@mitie.com,,,
Earl Grey Street Edinburgh EH3 9BN,26 Earl Grey Street Edinburgh,Edinburgh, EH3 9BN,55.94445419,-3.205199957,mitie services and security,,controllers@mitie.com,,,
JS Nuneaton Queens Road Local 297 Queens Road Nuneaton CV11 5LZ,299 Queens Road Nuneaton Warwickshire,Nuneaton,CV11 5LZ,52.52290346,-1.482576597,mitie services and security,,controllers@mitie.com,07384 247083,,
Vodafone R Kings Lynn 11 Norfolk Street Kings Lynn PE30 1AR,3 Norfolk Street Kings Lynn Norfolk,Kings Lynn,PE30 1AR,52.75507171,0.39618854,mitie services and security,,controllers@mitie.com, 0333 207 6605,,
Waitrose 110 Crowborough TN6 1DL,33 Croft Road Crowborough East Sussex,Crowborough,TN6 1DL,51.05835342,0.161835805,mitie services and security,,controllers@mitie.com,,,
Co Op Edinburgh McDonald Road EH7 4LU,33 Grosvenor Place London Greater London,London, EH7 4LU,55.96177673,-3.182126522,mitie services and security,,controllers@mitie.com,,,
Co Op Edinburgh South Clerk Street EH8 9NZ,37a South Clerk Street Edinburgh,Edinburgh,EH8 9NZ,55.94050598,-3.18021369,mitie services and security,,controllers@mitie.com,,,
Farm Street Local 71 77 Farm Street DE22 3UJ,39 Farm Street Derby Derbyshire,Derby,DE22 3UJ,52.9155567,-1.4857496,mitie services and security,,controllers@mitie.com,7384247083,,
Sainsburys Leicester 58 62 Humberstone Gate LE1 3PJ,40 Humberstone Gate Leicester Leicestershire,Leicester,LE1 3PJ,52.6368935,-1.129444371,mitie services and security,,controllers@mitie.com,7384247083,,
BQ Twickenham50 South Rd London TW2 5NT,40 South Road Twickenham Greater London,Twickenham,TW2 5NT,51.43541336,-0.348606467,mitie services and security,,controllers@mitie.com,,,
278634 Sainsburys Sidney Street CB2 3HX,47 Sidney Street Cambridge Cambridgeshire,Cambridge,CB2 3HX,52.20669937,0.120061383,mitie services and security,,controllers@mitie.com,07384 247083,,
B Q CARDIFF CULVERHOUSE CLOSE CF5 5TG,491 Cowbridge Road West Cardiff South Glamorgan,Cardiff,CF5 5TG,51.46795,-3.266242,mitie services and security,,controllers@mitie.com,,,
Sainsburys Biddulph ST8 6AJ,54 High Street Biddulph Stoke On Trent Staffordshire,Stoke On Trent,ST8 6AR,53.1165366,-2.1760138,mitie services and security,,controllers@mitie.com,07384 247083,,
JS Wolverhampton Compton WV3 9QZ,65 Compton Road Wolverhampton West Midlands,Wolverhampton,WV3 9QZ,52.58587646,-2.148038626,mitie services and security,,controllers@mitie.com,,,
Waitrose 329 Alton Station Road Alton GU34 2PZ,A R M Artex Coving Contractors St Johns Works Station Road Alton Hampshire,Alton,GU34 2PZ,51.151954,-0.969084,mitie services and security,,controllers@mitie.com,,,
JS Leicester London Road 146 London Road Leicester LE2 1ED,Admiral Forwarding Ltd 148 London Road Leicester Leicestershire,Leicester,LE2 1ED,52.62716675,-1.118681908,mitie services and security,,controllers@mitie.com,,,
Cannock Voyager Drive WS11 8XP,Aggreko Voyager Drive Orbital Retail Centre Cannock Staffordshire,Cannock,WS11 8XP,52.674178,-2.019194,mitie services and security,,controllers@mitie.com,7384247083,,
286236 Sainsburys Cambridge Station Road Local On The Square CB1 2JW,Ai Chile Station Road Cambridge Cambridgeshire,Cambridge,CB1 2JW,52.194106,0.137284,mitie services and security,,controllers@mitie.com,7384247083,,
Edinburgh Airport Ingliston EH12 9FS United Kingdom,Air Bp Turnhouse Road Edinburgh Airport Edinburgh,Edinburgh,EH12 9DN,55.94628778,-3.359950988,mitie services and security,,controllers@mitie.com,,,
Fed ex Edinburgh airport EH12 0AL,Alba Export Agencies Ltd Spitfire House Turnhouse Road Edinburgh Airport Edinburgh,Edinburgh,EH12 0AL,55.951652,-3.351575,mitie services and security,,controllers@mitie.com,,,
SSE ALDBOROUGH HULL HU11 4QB,Aldbrough Gas Storage Project Garton Hull Yorkshire,Hull,HU11 4QB,53.800447,-0.082248,mitie services and security,,controllers@mitie.com,,,
Deloitte Cambridge The One Cambridge CB1 2GA,Amazon 1 Station Square Cambridge Cambridgeshire,Cambridge,CB1 2GA,52.19514112,0.136644773,mitie services and security,,controllers@mitie.com,,,
JS Stoke on Trent S 2113 ST4 7QD,Argos London Road Stoke on Trent Staffordshire,Stoke on Trent,ST4 7QD,53.0023082,-2.1857744,mitie services and security,,controllers@mitie.com,,,
JS Telford S 2002 TF3 4AG,Argos London Road Stoke on Trent Staffordshire,Stoke on Trent,TF3 4AG,52.68222046,-2.45293355,mitie services and security,,controllers@mitie.com,,,
Weedon Road 20 Gambrel Road NN5 5DG,Argos Ltd 39 Gambrel Road Westgate Industrial Estate Northampton Northamptonshire,Northampton,NN5 5DG,52.23939514,-0.935031295,mitie services and security,,controllers@mitie.com,,,
JS Tamworth B78 3HD,Argos Ltd Bitterscote Drive Bonehill Tamworth Staffordshire,Tamworth,B78 3HD,52.62782669,-1.706994176,mitie services and security,,controllers@mitie.com,,,
JS Kingsway 871 Mitie Code 275835 Kingsway Retail Park Kingsway Derby DE22 3FA,Argos Ltd Unit 1a Kingsway Retail Park Kingsway Derby Derbyshire,Derby,DE22 3FA,52.91947,-1.506181,mitie services and security,,controllers@mitie.com,,,
278640 Sainsburys Spalding Holland Market PE11 1RQ,Argos Ltd Unit 4 Holland Market Spalding Lincolnshire,Spalding,PE11 1RQ,52.78855497,-0.154496709,mitie services and security,,controllers@mitie.com,7384247083,,
296341 Savills Hermiston Gait Hermiston Gait Edinburgh EH11 4DF,Argos Ltd Unit 4 Holland Market Spalding Lincolnshire,Spalding,EH11 4DF,55.92543656,-3.305591344,mitie services and security,,controllers@mitie.com,,,
ASDA Fareham 4669 Speedfields Park Fareham PO14 1TT,Asda Cafe Speedfields Park Fareham Hampshire,Fareham,PO14 1TT,50.833615,-1.183977,mitie services and security,,controllers@mitie.com,0117 322 1322,,
Thetford forest retail park IP24 3QL,B Q PLC London Road Thetford Norfolk,Thetford,IP24 3QL,52.404589,0.722601,mitie services and security,,controllers@mitie.com,,,
BQ Cribbs Causeway Lysander Road Bristol BS10 7TX,B Q PLC Lysander Road Bristol Gloucestershire,Bristol,BS10 7TX,51.528099,-2.605414,mitie services and security,,controllers@mitie.com,,,
276165 Sainsburys Rhyl Road LL18 2TJ,B Q PLC Unit 1 Clwyd Retail Park Rhyl Road Rhuddlan Rhyl Denbighshire,Rhyl,LL18 2TJ,53.303359,-3.470609,mitie services and security,,controllers@mitie.com,7384247083,,
Poundland Unit 4B Newkirkgate Centre Leith EH6 6AA,Bank of Scotland 54 62 Sauchiehall Street Glasgow,Glasgow,EH6 6AA,55.97099686,-3.1715765,mitie services and security,,controllers@mitie.com, 07823 361035,,
Poundland 72 74 Sauchiehall Street Glasgow G2 3AH,Bank of Scotland 54 62 Sauchiehall Street Glasgow,Glasgow,G2 3AH,55.86466599,-4.254942417,mitie services and security,,controllers@mitie.com,,,
VF Bardon Mountpark Bardon Beveridge Lane Coalville LE67 1FA,Battleflat Lodge Battleflat Lane Ellistown Coalville Leicestershire,Coalville,LE67 1FA,52.693036,-1.343023,mitie services and security,,controllers@mitie.com,,,
278647 Js Cambridge Cherry Hinton Cambridge Leisure Park Cambridge CB1 7DY,Bella Italia Clifton Way Cambridge Cambridgeshire,Cambridge, CB1 7DY,52.190173,0.136949,mitie services and security,,controllers@mitie.com,7384247083,,
Coop Wimborne Crown Mead Hanham Road BH21 1ED,Bella Italia Clifton Way Cambridge Cambridgeshire,Cambridge,BH21 1ED,50.798596,-1.985779,mitie services and security,,controllers@mitie.com,7823769623,,
Waitrose 533 Canterbury CT1 1UL,Boots the Chemists Ltd Unit 2 3 St Georges Centre Canterbury Kent,Canterbury,CT1 1UL,51.275888,1.085516,mitie services and security,,controllers@mitie.com,,,
Salisbury Homebase Chaddesden Derby DE21 6NZ,Boots the Chemists Ltd Wyvern Way Chaddesden Derby Derbyshire,Derby,DE21 6NZ,52.91732093,-1.436407831,mitie services and security,,controllers@mitie.com,,,
Homes For Students Firhill Mbus 150 Firhill Court Glasgow G20 7BB,Campus Accommodation Ltd 150 Firhill Road Glasgow,Glasgow,G20 7BB,55.8822942,-4.270176033,mitie services and security,,john.sanders@mitie.com,,,
ASDA 4648 Kirkcaldy KY1 3NU,Carberry House Kirkcaldy Fife,Kirkcaldy,KY1 3NU,56.14014816,-3.152304411,mitie services and security,,controllers@mitie.com,,,
Stafford Chell Road ST16 2TF,Chiquito 5 Western Approach Stanway Colchester Essex,Colchester,ST16 2TF,52.808063,-2.123098,mitie services and security,,controllers@mitie.com,,,
Stanway site 1 Western Approach Stanway Colchester CO3 8AA,Chiquito 5 Western Approach Stanway Colchester Essex,Colchester,CO3 8AA,51.88521194,0.828078687,mitie services and security,,controllers@mitie.com,,,
Homes For Students Beaverbank 10 Beaverbank Place Edinburgh Scotland EH7 4FB,City Lodgers Beaverbank Place 17 Beaverbank Place Edinburgh,Edinburgh,EH7 4FB,55.9644057,-3.1952148,mitie services and security,,controllers@mitie.com,,,
278636 Coldhams Lane Brooks Road CB1 3HP,City Lodgers Beaverbank Place 17 Beaverbank Place Edinburgh,Edinburgh,CB1 3HP,52.19783783,0.156910479,mitie services and security,,controllers@mitie.com,,,
507260 Waitrose 556 Edenbridge TN8 5LN,City Lodgers Beaverbank Place 17 Beaverbank Place Edinburgh,Edinburgh,TN8 5LN,51.19535065,0.064272664,mitie services and security,,controllers@mitie.com,,,
Co op Howden West Livingstone Howden West Road Livingston EH54 6AA,Classic India Howden West Livingston West Lothian,Livingston,EH54 6AA,55.893947,-3.52228,mitie services and security,,controllers@mitie.com,+44 (0) 7823769141,,
JS Wednesfield S WV11 1UP,Co Operative Travel Rookery Street Wolverhampton West Midlands,Wolverhampton,WV11 1UP,52.596835,-2.087073,mitie services and security,,controllers@mitie.com,,,
249888 SQA Scottish Qualifications Auth 24 Wester Shawfair Dalkeith EH22 1FD,Colab Ltd Barratt House 341 349 Oxford Street London,London,EH22 1FD,55.907425,-3.100484,mitie services and security,,controllers@mitie.com,7974913653,,
Waitrose 653 Hailsham BN27 1BE,Country Necessities 21 Vicarage Field Hailsham East Sussex,Hailsham,BN27 1BE,50.863055,0.259425,mitie services and security,,controllers@mitie.com,,,
Sainsburys Braintree 1 Tofts Walk Braintree CM7 1XH,Cunningtons Solicitors 2 Tofts Walk Braintree Essex,Braintree,CM7 1XH,51.87895203,0.552502334,mitie services and security,,controllers@mitie.com,07906 836 325,,
278649 Cambridge St Andrews Street Local CB2 3AH,Cunningtons Solicitors 2 Tofts Walk Braintree Essex,Braintree,CB2 3AH,52.20197,0.123305,mitie services and security,,controllers@mitie.com,,,
Swadlincote Civic Way DE11 0AD,Dale Bank View Civic Way Swadlincote Derbyshire,Swadlincote, DE11 0AD,52.77329382,-1.56082355,mitie services and security,,controllers@mitie.com,7384247083,,
Russell Hall Hospital Pensett Road Dudley DY1 2HQ,Dudley Clinical Services Ltd Trust Hq Russells Hall Hospital Dudley West Midlands,Dudley,DY1 2HQ,52.50231552,-2.117763519,mitie services and security,,controllers@mitie.com,,,
Poundland 142 146 Lothian Road Edinburgh EH3 9BG,Flat 1241 Lothian Road Edinburgh,Edinburgh,EH3 9BG,55.94545364,-3.205775499,mitie services and security,,controllers@mitie.com,07823 361035,,
278540 Oxford Cowley Road Local 134B Cowley Road OX4 1JH,Football Association Ltd Wembley Stadium Wembley Greater London,Wembley,HA9 0WS,51.55670929,-0.279677719,mitie services and security,,controllers@mitie.com,07384 247083,,
Sainsburys Springfield White Hart Lane CM2 5PA,Grains And Greens At Sainsburys 2 White Hart Lane Chelmsford Essex,Chelmsford,CM2 5PA,51.752484,0.513269,mitie services and security,,controllers@mitie.com,7384247083,,
Kings Lynn Hardwick Scania Way PE30 4LR,Greenyard Frozen Uk Ltd Scania Way Hardwick Industrial Estate Kings Lynn Norfolk,Kings Lynn,PE30 4LR,52.738509,0.41892,mitie services and security,,controllers@mitie.com,,,
Holiday Inn Express Edinburgh City West EH4 3HL Mitie,Holiday Inn Edinburgh North 107 Queensferry Road Edinburgh,Edinburgh,EH4 3HL,55.95622635,-3.243765831,mitie services and security,,controllers@mitie.com,,,
Apex City of Edinburgh Hotel Grassmarket Midlothian EH1 2HJMitie,Holiday Inn Edinburgh North 107 Queensferry Road Edinburgh,Edinburgh,EH1 2HJ,55.9477017,-3.1948684,mitie services and security,,controllers@mitie.com,,,
Sainsburys Derby 2 6 Copecastle Square DE1 2NQ,Jamaica Blue Derby Unit 110B Derbion Derby Derbyshire,Derby,DE1 2NQ,52.92023849,-1.472872019,mitie services and security,,controllers@mitie.com,7384247083,,
Biddulph Wharf Road ST8 6AJ,John Lewis PLC 69 St James Centre Edinburgh,Edinburgh,ST8 6AJ,53.11664581,-2.176229477,mitie services and security,,controllers@mitie.com,,,
Nantwich Middlewich raod CW5 6PH,John Lewis PLC 69 St James Centre Edinburgh,Edinburgh,CW5 6PH,53.07802582,-2.514908314,mitie services and security,,controllers@mitie.com,07384 247083,,
Leith st Edinburgh EH1 3SP,John Lewis PLC 69 St James Centre Edinburgh,Edinburgh,EH1 3SP,55.95516968,-3.187819242,mitie services and security,,controllers@mitie.com,,,
763 Barrhead Rd Glasgow G53 6AG,Marks Spencers Unit 1 Silverburn Shopping Centre 763 Barrhead Road Glasgow,Glasgow,G53 6AG,55.82289886,-4.342073441,mitie services and security,,controllers@mitie.com,,,
Co op Minster Aspen Drive Minster on Sea Sheerness Kent ME12 3UD,Nourish Contract Catering At Thistle Hill Academy Aspen Drive Minster On Sea Sheerness Kent,Sheerness, ME12 3UD,51.41485596,0.800162971,mitie services and security,,controllers@mitie.com,7823769623,,
Sainsbury Slough Uxbridge Rd Slough SL1 1SU,Premier Inn 76 Uxbridge Road Slough Berkshire,Slough,SL1 1SU,51.50818634,-0.579128981,mitie services and security,,controllers@mitie.com,,,
Js Wolverhampton St Marks S Raglan Street Wolverhampton WV3 0ST,Room By Room Raglan Street Wolverhampton West Midlands,Wolverhampton,WV3 0ST,52.5844352,-2.1356804,mitie services and security,,controllers@mitie.com,,,
